recrd,vesslterms,feature_type,chart,latdec,londec,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,Wrecks - Visible,"US,US,graph,Chart 13396",44.9392382,-66.9251258,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 13396",44.9446197,-66.915911,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 13396",44.8998598,-67.0044885,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 13396",44.9083417,-67.0201206,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 13396",44.9378355,-66.9254223,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 13396",44.8779375,-67.0189217,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1789/03",41.9672222,-83.148,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",41.981893,-83.1452017,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",42.000079,-83.1665853,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",42.033585,-83.1502875,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",42.083506,-83.1494258,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,L-1052/05,pg 9,item 9",42.1017244,-83.1298057,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14848",42.109659,-83.12844,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14848",42.1104,-83.128595,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14848",42.085628,-83.113955,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14848",42.087492,-83.1127655,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14848",42.0877708,-83.1130716,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14848",42.0880459,-83.1126562,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14848",42.149085,-83.114368,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",42.243891,-83.122151,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",42.254494,-83.107485,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",42.326951,-83.039976,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",42.336653,-83.013125,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14848",42.358478,-82.936749,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9thCGD,LNM 36/90",42.131111,-83.175,,2.7,,,,value reported (not surveyed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14854",42.1258988,-83.125919,,1.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14854",42.1282345,-83.1273797,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14854",42.1285489,-83.1276669,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14854",42.1289194,-83.1278989,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14854",42.1295504,-83.1274983,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14854",42.1290941,-83.1260334,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14854",42.1691382,-83.1620819,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14854",42.1916736,-83.1415986,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9thCG,LNM 24/98",42.191806,-83.130556,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14854",42.2357262,-83.145253,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9thCGD,LNM 11/85",42.240584,-83.133242,,,,,15 foot fiberglass,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9thCG,LNM 38/97",42.236667,-83.131667,,,,,M/V Melissa Desagnes,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14854",42.2962474,-83.1496404,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14854",42.2965366,-83.1502908,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14854",42.2916455,-83.1431209,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,BP-170212",42.290141,-83.116913,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.4836919,-82.7318424,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9TH CG,LNM 38/97",42.5713333,-82.7513327,,,,,114 ft TUG,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5170361,-82.7106461,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5175849,-82.7100384,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5089403,-82.6967643,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5233249,-82.7108069,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5225191,-82.7086494,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14852",42.5745361,-82.6679031,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,HS-11913",42.5531389,-82.6462778,,8.8,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5533109,-82.5866549,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5507689,-82.5844431,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9th CGD,LNM 21/90",42.5483329,-82.5949999,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5849181,-82.6464778,,0.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.5951238,-82.6249928,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.6199888,-82.6500096,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.6278352,-82.6397093,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,9thCGD,LNM 29/01",42.6064442,-82.5484172,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.6117468,-82.5305366,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.6109707,-82.5307214,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.609559,-82.5314347,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.617047,-82.5211996,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.6967411,-82.50275,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.7024278,-82.4997275,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.7539867,-82.4750848,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1062/06",42.8066989,-82.4817031,,9.9,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1118/06",42.795574,-82.477852,,9.7,found by echo-sounder,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.8749717,-82.4687409,,,,,Multiple Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.9000496,-82.4636277,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9th CGD,LNM 21/88",42.8915418,-82.4570642,,,,,,depth unknown,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.9844633,-82.4390147,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.9779063,-82.4087433,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.9785353,-82.4085972,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.9786912,-82.4077836,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14852",42.9766218,-82.4092103,,,,,,depth unknown,always under water/submerged
,,,"US,US,reprt,DD 13671 (DTON NWID: 17039), OPR-W408-NRT4-08, (x-ref: H-11915 & L-0396/09",42.9824297,-82.4185583,,10,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1883/99",42.993467,-82.426256,,8.5,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14865",42.9950308,-82.4226762,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14865",43.0057736,-82.4087118,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14865",43.0053771,-82.4081455,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,9thCGD,LNM 13/90",43.0361111,-82.3666661,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14865",43.0474057,-82.3852755,,5.4,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10835",46.2486509,-84.1074206,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10835",46.2419412,-84.1142753,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14887",46.2517467,-84.183125,,5.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14942",45.225442,-85.058492,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14942",45.323459,-85.301385,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14942",45.31621,-85.251892,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14942",45.319428,-85.255891,,,,,,depth unknown,always under water/submerged
,,,"US,US,graph,Chart 14942",45.304924,-85.238569,,5.1,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14942",45.323452,-85.207556,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14942",45.323555,-85.205267,,,,,,depth unknown,always under water/submerged
,,,"US,US,graph,Chart 14942",45.254955,-85.114341,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14915",45.746753,-87.043814,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14915",45.770794,-87.061811,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10837",45.951298,-84.030879,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC10709",45.9889,-83.897275,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10836",45.998741,-83.825269,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10836",45.929367,-83.714585,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10836",45.948789,-83.631947,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10836",45.988631,-83.897362,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14882",45.999385,-83.899394,,0.9,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14882",46.158434,-83.795428,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14882",45.950813,-83.625632,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14882",45.999801,-83.89894,,3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14882",45.987205,-83.897203,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14883",46.387507,-84.220353,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 14883",46.292901,-84.039609,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,chart 14883",46.292919,-84.033856,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,chart 14883",46.316001,-84.017884,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1288/99",46.430483,-84.259274,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14883",46.496685,-84.258192,,,,,,depth unknown,
,,Wrecks - Visible,"US,US,graph,chart 14883",46.50248,-84.249061,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,chart 14883",46.5158,-84.246786,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14883",46.524836,-84.230873,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14883",46.538638,-84.210869,,,,,,depth unknown,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14884",46.639198,-84.803153,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14884",46.432383,-84.579519,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14884",46.518359,-84.632393,,11.5,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14884",46.572097,-84.702128,,,,,,depth unknown,always under water/submerged
,Sagamore,"Wrecks - Submerged, dangerous","US,US,reprt,L-1124/95",46.524755,-84.626569,,13.7,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,Wrecks - Visible,"US,US,reprt,9thCGD,LNM 17/93",46.489432,-84.417991,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 14884",46.488901,-84.417833,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14884",46.51488,-84.36092,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 14884",46.471694,-84.299872,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 14884",46.491395,-84.312197,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 14884",46.490609,-84.310847,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 14884",46.490317,-84.309984,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14884",46.501761,-84.306812,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1288/99",46.4304444,-84.2595278,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14884",46.462567,-84.285974,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 14884",46.462914,-84.287139,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14884",46.488978,-84.285233,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14884",46.500276,-84.261727,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14867",43.5889395,-83.8985892,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14867",43.6067764,-83.8915283,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14867",43.5911832,-83.8970746,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14867",43.5560255,-83.907108,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 14867",43.555183,-83.9070621,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14867",43.6319004,-83.8400359,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14867",43.5695083,-83.9026844,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14867",43.6029384,-83.8928696,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 14867",43.6104118,-83.8864484,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14867",43.5779028,-83.8999996,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14867",43.6380632,-83.8445267,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14867",43.6192151,-83.8447219,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14867",43.6142092,-83.8655115,,,,,,depth unknown,always under water/submerged
